 		Tracking Time
Seq #	median		mean
00	0.0559591	0.0585936
01	0.0732413	0.0744951
02	0.0564613	0.0588128
03	0.0557586	0.0566962
04	0.0636036	0.0630616
05	0.0580508	0.0597013
06	0.0617365	0.0635379
07	0.05541	0.056255
08	0.0568485	0.0577593
09	0.0563118	0.0570823
10	0.0541773	0.054575
----------------------------------------
avg	0.0564613	0.0600518
